"id","Kingdom","Phylum","Class","Order","Family","Genus","Species","1256-200-HI6-M","1256-203-HI7-M","1256-206-HI8-M","1256-209-HI10-M","1256-216-HI58-M","1256-219-HI59-M","1256-222-HI60-M","1256-225-HI61-M","1256-228-HI62-M","1256-232-HI63-M","1256-235-HI64-M","1256-238-HI65-M","1256-244-HI67-M","1256-247-HI68-M","1256-251-HI69-M","1256-254-HI70-M","1256-256-HIA-M","1256-259-HIB-M","1256-262-HICM","1256-269-HIE-M"
"3da85496ed5fe090d2fd7e5f1616e10f","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","Unclassified  Granulicatella",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7689623ecf55653115a565c9b799ebf1","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified Lachnospiraceae","Unclassified Lachnospiraceae",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"f23aa6580ee8aa1b929861b09a03ea81","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Unclassified Lachnospirales","Unclassified Lachnospirales","Unclassified Lachnospirales",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"b0284b0e4c475102747c489b2d66e9c8","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Unclassified  Fusobacterium",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0797034c0b3cf3c645807e8e908b3dea","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Unclassified  Fusobacterium",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19be9c2b414d97752be6ddc1540c2bac","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","Unclassified  Propionigenium",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"53ccd354e574be1fc0a675a3ad5eb75f","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium uncultured_bacterium",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a28d4df71eb4cbce4f3a5e67e1fd8f27","d__Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocapsa","Unclassified  Desulfocapsa",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5fae875260a6220e59371b9f1ea5a97f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"7622283b16744652ea1af5b8d9c8b9a8","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"5ee76100347ac1c7a931e8574de6db0e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"3e038923df1af6df658a2ea51da225b3","d__Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Unclassified Acetobacteraceae","Unclassified Acetobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"4ecef5beb61d65ecaa67e59703935d07","d__Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Unclassified Acetobacteraceae","Unclassified Acetobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"0bb107f5c0688ab8e46945fae9211a3a","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"bcc1d87755202ab05911185c80fb4f92","d__Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella","Unclassified  Skermanella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"671a9cdeff1e50c73e5fd1592776374a","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"bc3f365843b526bb6dd48332322e0484","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"d35347c9924517e18ebf86bb96a1e402","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"2ce94ec08d0646b9e023784fc7dc6f08","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"b0a5b661854859e590f218de53ae484c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"1605bb16453651ca22aeab8de3f234d1","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"f9ea09b394ef9caa2df7e3b362c5ef23","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"795007e2fc3f1db0d713550ead7208ca","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"2452981251b2f15856a87e3f99b881ee","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","Unclassified SAR116_clade","Unclassified SAR116_clade",0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"37132bbc9deb8780982769fab2a54b8d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"c03e8eff40c960dbfd640c20d43c9744","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"5213ab290b17a074c39baaa15b5a3e51","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","SAR116_clade uncultured_bacterium",2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"eebbbd8f43fd4a724b75d81ace548a44","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"8b878f96dd454e54351edb8cda5bcac4","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"51c48cce45e17c06fcdae730377d6c6e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unclassified Rhizobiales","Unclassified Rhizobiales","Unclassified Rhizobiales",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"21728954be70619932ef09b5dcb0da7b","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Unclassified  Brevundimonas",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"d74a865a93621b275dad03b9c2e0da8d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Unclassified  Brevundimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
"8126c740ba85d052040a0c97f5a38871","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tistlia","Unclassified  Tistlia",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"e726777a32b4fc6486cc2f49ae2ec641","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tistlia","Unclassified  Tistlia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"ac9cb8e445a483cde8d8fa3bb3621c2d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tistlia","Unclassified  Tistlia",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"4705d868aae547a0035a3ecb08a714b9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tistlia","Unclassified  Tistlia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
"2744f54a89cd0efdbe845b4d36c3f7e6","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"cba9e3840af4ea3b01bdc9b9a0d90ffe","d__Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"7a40c666b080490c8061590eb8684463","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Unclassified Puniceispirillales","Unclassified Puniceispirillales","Unclassified Puniceispirillales",0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"4b2514baebdac1518d851279b315bfca","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"6bc784d07826ba2c0de400fa4ee3249a","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"2dfa5228bd90e91a1cbddfdec1f1a3ca","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"b6bf0b3382a09114c06cd63c9d8c0520","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","SAR116_clade uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"b231135e1cde00fdfa2827f97ed3aec6","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unclassified Sphingomonadaceae","Unclassified Sphingomonadaceae",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"fa41b6c4d351ae37b925b5819dccc74e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Unclassified Kiloniellaceae","Unclassified Kiloniellaceae",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"e30a96a218e3a779acb6c4ff0d353f6e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"9b5d55e07cb4eb78df62730f673d958b","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,7
"05c50638b08d2a68be49be64f1ef068c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"895e243affa4832560713b13dc440d9c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"af51645a589508259f20b19aede85e30","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"236576b79bd5e76798180728a2f2a783","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"239e7d19e6ecc729de24d7acf7cc1977","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"7198d4064888b90d0a04afb69148a2b7","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"6a414033ff6987596b1913a9aceaf50f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"3a478937d73e11f075364e3a5b41fb47","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"6d7b473394415fdf58b0783646b43d58","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"b6c489c21e5d0dc4e94680cabf3b259b","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"292fd15c5e53c607cf95ff65d80ed710","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"817195fae8b42faf7ccdf1875defc6e4","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1f6b5639547e79e09f78971413dcaca5","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055","Unclassified  Ellin6055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"91b4aca13125d1bb8c183c5f7eb7eae0","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"6e852be652fb3a9f8c0bd5b1c6e87700","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"88ed00f26160b16159345ae59a29831b","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","Unclassified  Sphingopyxis",0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f38c1deae9e237836f959e1d6d23004","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","Unclassified  Erythrobacter",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ff334d74c55ed2a0e3cb739559645800","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","Unclassified  Erythrobacter",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"88a794db6babd64b3934ff0d4c07888f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","Unclassified  Erythrobacter",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96f6790c40cd81f5e1c03e51ea02de57","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"a3329e015029bf2737761dcc8630f5c1","d__Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_IV","Clade_IV","Clade_IV uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"c422404b4ee8586548b229867ffea5aa","d__Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_IV","Clade_IV","Clade_IV uncultured_bacterium",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"c4f4bcbe175b77c0fd2c93daf0ac3165","d__Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_IV","Clade_IV","Clade_IV uncultured_bacterium",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"0c8c6a7ef39d164d9c3e17e0c387fb39","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"6565c446fa2d675e1dc88b64615fa0f1","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"abaade769707791087c5437d88cf9689","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","SAR116_clade uncultured_bacterium",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"0bc22fcb819bd47f82d148ec9985d517","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"440d84ed9d69eb81144ac04842591d1c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unclassified Rhizobiales","Unclassified Rhizobiales","Unclassified Rhizobiales",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"199b3e0eefb44cd918ff794f82fd35f2","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"15d6930d2b35f5b8e065ca932d901748","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Hoeflea","Unclassified  Hoeflea",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"4f9b300d93b27953c9032c4c633fd520","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Unclassified Rhizobiaceae","Unclassified Rhizobiaceae",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"e26a31b197ddcd9ac67665294327a1f6","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium","Unclassified  Mesorhizobium",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"80bb76a99e71d3e20d2bf428d8c7ff55","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified Rhodobacteraceae","Unclassified Rhodobacteraceae",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"7d2230fe0d0466a5dc5a5f25319947a1","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Pseudovibrio","Unclassified  Pseudovibrio",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"95061faa18f66c44ed10d67165f9c428","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Unclassified  Bradyrhizobium",0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,9,0,4,0,0
"3701da42a987a3ff40d5a798e6338e04","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Unclassified  Bradyrhizobium",0,0,4,0,0,0,0,8,0,0,0,15,0,6,9,0,0,0,0,13
"6c37c2413df21b5e5a16e2f912d17852","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Unclassified  Bradyrhizobium",0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,3,0,13,0,2
"c5eabed6603f1a345ce7238758580e08","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Unclassified  Bradyrhizobium",0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,7,0,2,0,0
"88858ce4fb666ea84bf418cf4bb654b0","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Unclassified  Bradyrhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0
"9c41ea38f087afdaec3d6623f7209c66","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Unclassified  Bradyrhizobium",0,0,7,0,0,0,0,0,0,0,0,0,0,3,5,1,0,8,0,4
"33585e6ec7533916081716784b5b407c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Unclassified  Bradyrhizobium",0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
"ba696e2ee16898edf8f3e92a0e8ee406","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Unclassified  Bradyrhizobium",0,0,4,0,0,0,0,15,0,0,0,7,0,6,13,0,0,0,0,8
"ab5ea1a14b8b6a5c047668fa669be5dc","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Unclassified  Bradyrhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,0
"017635f3ebc40e79feb904c38e681913","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Unclassified  Bradyrhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0
"bae4cc03584ccb5684e572ce405e69dd","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas","Unclassified  Rhodopseudomonas",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2e1ad17a28ce380cd46c45970191e148","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Tardiphaga","Unclassified  Tardiphaga",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"997669261aeff835c9a044e4feaf08d7","d__Bacteria","Proteobacteria","Alphaproteobacteria","NRL2","NRL2","NRL2","Unclassified  NRL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"4546c8210fbb0d5edda1f6dd5e2d7489","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"c1b9819a057334922ec2b0a1755baee6","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"31727e5c17385e086a5fc859bedec630","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"cc009c37db1c0a05b6172f35d77fcd5d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"5247d56530b66eabd4b4f24cd35d7195","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"bf87302e4679d525535942e00a1b7357","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Shimia","Unclassified  Shimia",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"546eea327b4df8077013d638ef834cbc","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified Rhodobacteraceae","Unclassified Rhodobacteraceae",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"96a11498aaecc3d5554643aaeabf9d8a","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified Rhodobacteraceae","Unclassified Rhodobacteraceae",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"5f85274272174b5a879ebaa773bd7670","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified Rhodobacteraceae","Unclassified Rhodobacteraceae",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
