"","p","freq","freq.pred","pred.lwr","pred.upr","bino.pred","bino.lwr","bino.upr","model","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"d274aa09a7a957a0910e02a3372bb569",1.12612612612613e-06,0.00225225225225225,6.1087780822497e-05,2.47701401111277e-07,0.0148435706554226,0.00224971910052891,0.000396928244530815,0.0126416354412437,"neutral","d__Bacteria","Planctomycetota","Phycisphaerae","Amsterdam-1B-07","Amsterdam-1B-07",NA,NA
"d43b1ba409cb7a6d7e171db8df0deb95",1.12612612612613e-06,0.00225225225225225,6.1087780822497e-05,2.47701401111277e-07,0.0148435706554226,0.00224971910052891,0.000396928244530815,0.0126416354412437,"neutral","d__Bacteria","Proteobacteria","Gammaproteobacteria","GB102","GB102",NA,NA
"d678b52fcc05854efc4cf358a2c368f1",1.12612612612613e-06,0.00225225225225225,6.1087780822497e-05,2.47701401111277e-07,0.0148435706554226,0.00224971910052891,0.000396928244530815,0.0126416354412437,"neutral","d__Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","SBYC",NA,NA
"dab6b49d8620201d8f0e5a1c7623eb91",1.12612612612613e-06,0.00225225225225225,6.1087780822497e-05,2.47701401111277e-07,0.0148435706554226,0.00224971910052891,0.000396928244530815,0.0126416354412437,"neutral","d__Bacteria","Firmicutes","Bacilli","Bacillales","Salisediminibacteriaceae",NA,NA
"f21bb5fe81db503290d499039c1e9043",1.12612612612613e-06,0.00225225225225225,6.1087780822497e-05,2.47701401111277e-07,0.0148435706554226,0.00224971910052891,0.000396928244530815,0.0126416354412437,"neutral","d__Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae",NA,NA
"fb4d2aa65e67bc16522cf5246bf4e27b",1.12612612612613e-06,0.00225225225225225,6.1087780822497e-05,2.47701401111277e-07,0.0148435706554226,0.00224971910052891,0.000396928244530815,0.0126416354412437,"neutral","d__Bacteria","Gemmatimonadota","MD2902-B12","MD2902-B12","MD2902-B12",NA,NA
"06be3a7a6ed6108276fb55a29615ddc6",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Sumerlaeota","Sumerlaeia","Unclassified Sumerlaeia","Unclassified Sumerlaeia",NA,NA
"09016553bdc40a6c0133ea0704440903",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Proteobacteria","Gammaproteobacteria","sediment-surface35","sediment-surface35",NA,NA
"0db1d8628854620bdb571f8c6e1962e7",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Proteobacteria","Alphaproteobacteria","Zavarziniales","uncultured",NA,NA
"1c4128bc26e6aa2dc8f34356012cdea1",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Archaea","Asgardarchaeota","Asgardarchaeota","Asgardarchaeota","Asgardarchaeota",NA,NA
"1dcb18156fff6ebd64ab9934070cc805",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Archaea","Thermoplasmatota","Thermoplasmata","SG8-5","SG8-5",NA,NA
"3244bacd89af9a0bc03e80dae275b8dd",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Elusimicrobiota","Elusimicrobia","Lineage_IV","Lineage_IV",NA,NA
"423240950ab99122791fef4b05b99aa7",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae",NA,NA
"56abbff3f74575acbd0b95f7962f3318",2.25225225225225e-06,0.0045045045045045,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","PHOS-HE36",NA,NA
"5ea9f073346b5559a7734abc467ffae4",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Actinobacteriota","Thermoleophilia","Unclassified Thermoleophilia","Unclassified Thermoleophilia",NA,NA
"68bfac6dccc55a1111189e69eb7832de",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","Unclassified Bradymonadales",NA,NA
"6e2e7572eea27fc37d2f793118c44c1d",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Proteobacteria","Gammaproteobacteria","211ds20","211ds20",NA,NA
"847ee20d3ea5de6db9570a3bc034ae85",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","uncultured",NA,NA
"94e473a9906c3e292e201716584f2f22",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Psychromonadaceae",NA,NA
"a4d31f395ba8c31446339babb60fc450",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Spirochaetota","V2072-189E03","V2072-189E03","V2072-189E03",NA,NA
"b93117cd0f6afdb2fb8abf09514b7640",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","37-13",NA,NA
"c755b0eca00b1eed24c5baa63e7fa846",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","Unclassified Thermomicrobiales",NA,NA
"d810aff76f2520e4df3ecefcdbd252ac",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Unclassified Synechococcales",NA,NA
"e68a0cbde1885a0e65924878c753ef5e",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Chloroflexi","Dehalococcoidia","H3.93","H3.93",NA,NA
"e76a21b2f2fb40cfa5a0b7e4d680e8c3",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae",NA,NA
"e9aacc8364d17810168cf457232bac85",2.25225225225225e-06,0.00225225225225225,0.000122172132777227,9.82828679780899e-07,0.0149632054882711,0.00449437948995315,0.0012318066068092,0.0162575697193529,"neutral","d__Bacteria","Chloroflexi","Anaerolineae","MSB-5B2","MSB-5B2",NA,NA
"0ced262176c3d10d5a570f305e4aa59d",3.37837837837838e-06,0.00225225225225225,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Chloroflexi","Anaerolineae","ADurb.Bin180","ADurb.Bin180",NA,NA
"0da89dad83dcc6aed19fc42184f2be1e",3.37837837837838e-06,0.00225225225225225,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae",NA,NA
"121f980560608ecbab05268439dd90d0",3.37837837837838e-06,0.0045045045045045,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Elusimicrobiota","Rs-M47","Rs-M47","Rs-M47",NA,NA
"4c5b136ba516e868b2f7624de8ffe2dc",3.37837837837838e-06,0.00225225225225225,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Chloroflexi","Dehalococcoidia","661239","661239",NA,NA
"6a25556c787fcbeccb5a8bb077d481cc",3.37837837837838e-06,0.0045045045045045,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Adlerbacteria","Candidatus_Adlerbacteria",NA,NA
"6bd6d8735e123e20a11a8525ea67172d",3.37837837837838e-06,0.00225225225225225,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Cyanobacteria","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"715b188c4bfe03d4608931f52cd9eda2",3.37837837837838e-06,0.0045045045045045,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Cyanobacteria","Cyanobacteriia","Thermosynechococcales","Unclassified Thermosynechococcales",NA,NA
"7507ff30d82d173504950a0546eda6a5",3.37837837837838e-06,0.00225225225225225,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Rs-M59_termite_group",NA,NA
"8cf1864fedeab4dbee5f77a06f6cfd01",3.37837837837838e-06,0.0045045045045045,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Firmicutes","Bacilli","RF39","RF39",NA,NA
"a1a05047ec9ed1a6f16d36a4e4ee6e4e",3.37837837837838e-06,0.00675675675675676,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Chloroplast",NA,NA
"b8c2a2168923fcb716eec1d28d92bf4a",3.37837837837838e-06,0.00225225225225225,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacterales",NA,NA
"bd7b08fc836a67569f8454e644a802c1",3.37837837837838e-06,0.00225225225225225,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Desulfobacterota","Desulfuromonadia","C8S-102","C8S-102",NA,NA
"bed44607ad8083c60e179c1564f5ac23",3.37837837837838e-06,0.00225225225225225,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Acidobacteriota","Subgroup_5","Subgroup_5","Subgroup_5",NA,NA
"c5451b005e51b66e27a5665626c86772",3.37837837837838e-06,0.00225225225225225,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_13","Subgroup_13",NA,NA
"f07db85dbb65236e2433033a5e01f894",3.37837837837838e-06,0.00225225225225225,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacterales",NA,NA
"fffec351728399c096cab8503a023abc",3.37837837837838e-06,0.0045045045045045,0.000183253056031142,2.19377136861998e-06,0.0150823577492724,0.00673399253759662,0.00228894361230307,0.0196412372600581,"neutral","d__Archaea","Aenigmarchaeota","Unclassified Aenigmarchaeota","Unclassified Aenigmarchaeota","Unclassified Aenigmarchaeota",NA,NA
"0105e2d0edc374f215c1402cbfff274a",4.5045045045045e-06,0.00225225225225225,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Proteobacteria","Gammaproteobacteria","D90","D90",NA,NA
"05ac0669cfddc1b97e1a71e50073ad3f",4.5045045045045e-06,0.00225225225225225,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Unclassified Opitutales",NA,NA
"101af5a24e17c17a8a9de5a603bca4ac",4.5045045045045e-06,0.0045045045045045,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",NA,NA
"1e961897494e87831c354a48b07b8ab5",4.5045045045045e-06,0.0045045045045045,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Chloroflexi","Dehalococcoidia","MSBL5","MSBL5",NA,NA
"2311c08c0ab58e255f1c4bbfa12d49dd",4.5045045045045e-06,0.00225225225225225,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Armatimonadota","Armatimonadia","Armatimonadales","Armatimonadales",NA,NA
"31b539bbc0f9bc2cc086a49ce7195403",4.5045045045045e-06,0.0045045045045045,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15",NA,NA
"32c0169ee6d8d93a0862261c26a87e22",4.5045045045045e-06,0.00225225225225225,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae",NA,NA
"404b1de2d2940f8cfcee10f5473e2c18",4.5045045045045e-06,0.00225225225225225,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae",NA,NA
"863e0b9a5bc0fd273e63588df230cfdc",4.5045045045045e-06,0.00675675675675676,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Unclassified Vampirovibrionales",NA,NA
"95b409b69224fcb53c28d8c007082c95",4.5045045045045e-06,0.00225225225225225,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae",NA,NA
"aa082e08670ce571d957feb3f0104c7d",4.5045045045045e-06,0.0045045045045045,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","uncultured",NA,NA
"aff33452e0e89b48e8228c68d7cb9331",4.5045045045045e-06,0.00225225225225225,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Unclassified Campylobacterales",NA,NA
"b990a8c1ee8a45819fc4b8bb5e4effda",4.5045045045045e-06,0.00675675675675676,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Actinobacteriota","WCHB1-81","WCHB1-81","WCHB1-81",NA,NA
"c8893658ec08d5fa47eb94d2ead8f795",4.5045045045045e-06,0.0045045045045045,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Acidobacteriota","Subgroup_18","Subgroup_18","Subgroup_18",NA,NA
"e217b46b3e2020f258438f904d09c636",4.5045045045045e-06,0.0045045045045045,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Myxococcota","Polyangia","VHS-B3-70","VHS-B3-70",NA,NA
"eba7ccfa845a9f0fbc860521867f849e",4.5045045045045e-06,0.00225225225225225,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Bdellovibrionota","Oligoflexia","053A03-B-DI-P58","053A03-B-DI-P58",NA,NA
"fe36aa7c4071bbcd92d1a0dfe3edac59",4.5045045045045e-06,0.00675675675675676,0.000244330550751191,3.86937156997322e-06,0.0152010385966531,0.0089685695872437,0.00348615679504873,0.0228748430222844,"neutral","d__Bacteria","Actinobacteriota","Actinobacteria","Euzebyales","Euzebyaceae",NA,NA
"11b035bedd12c9faac29bcca46444bc5",5.63063063063063e-06,0.00225225225225225,0.000305404617104315,5.99889962233815e-06,0.0153192587604037,0.0111981219571966,0.00478157571692562,0.0260002798865863,"neutral","d__Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae",NA,NA
"31c70d8a69f4600aa0b0571fc11e288e",5.63063063063063e-06,0.00900900900900901,0.000305404617104315,5.99889962233815e-06,0.0153192587604037,0.0111981219571966,0.00478157571692562,0.0260002798865863,"neutral","d__Bacteria","Bdellovibrionota","Oligoflexia","Unclassified Oligoflexia","Unclassified Oligoflexia",NA,NA
"3881b4d07b607a556323a67f5cef9d55",5.63063063063063e-06,0.00225225225225225,0.000305404617104315,5.99889962233815e-06,0.0153192587604037,0.0111981219571966,0.00478157571692562,0.0260002798865863,"neutral","d__Bacteria","Verrucomicrobiota","Lentisphaeria","Oligosphaerales","Unclassified Oligosphaerales",NA,NA
"42672d31c50315d865cd6413b3f8a6cb",5.63063063063063e-06,0.00225225225225225,0.000305404617104315,5.99889962233815e-06,0.0153192587604037,0.0111981219571966,0.00478157571692562,0.0260002798865863,"neutral","d__Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","WX65",NA,NA
"525e70d362be13bf6704b4c3bb21d076",5.63063063063063e-06,0.0045045045045045,0.000305404617104315,5.99889962233815e-06,0.0153192587604037,0.0111981219571966,0.00478157571692562,0.0260002798865863,"neutral","d__Bacteria","Gemmatimonadota","Unclassified Gemmatimonadota","Unclassified Gemmatimonadota","Unclassified Gemmatimonadota",NA,NA
"5841536df7fbbd618503acc53ec31121",5.63063063063063e-06,0.00225225225225225,0.000305404617104315,5.99889962233815e-06,0.0153192587604037,0.0111981219571966,0.00478157571692562,0.0260002798865863,"neutral","d__Archaea","Asgardarchaeota","Unclassified Asgardarchaeota","Unclassified Asgardarchaeota","Unclassified Asgardarchaeota",NA,NA
"5fcc28ea5c1755f815ac054c25008546",5.63063063063063e-06,0.00225225225225225,0.000305404617104315,5.99889962233815e-06,0.0153192587604037,0.0111981219571966,0.00478157571692562,0.0260002798865863,"neutral","d__Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7",NA,NA
"68bacd8be28012defd30aeacccf7b0ab",5.63063063063063e-06,0.00225225225225225,0.000305404617104315,5.99889962233815e-06,0.0153192587604037,0.0111981219571966,0.00478157571692562,0.0260002798865863,"neutral","d__Bacteria","Gemmatimonadota","AKAU4049","AKAU4049","AKAU4049",NA,NA
"6b462492a9af11a17ef3d4e8b2993ec3",5.63063063063063e-06,0.00225225225225225,0.000305404617104315,5.99889962233815e-06,0.0153192587604037,0.0111981219571966,0.00478157571692562,0.0260002798865863,"neutral","d__Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae",NA,NA
"6c7d812bb777e0a6f86e70e4e78783d7",5.63063063063063e-06,0.00225225225225225,0.000305404617104315,5.99889962233815e-06,0.0153192587604037,0.0111981219571966,0.00478157571692562,0.0260002798865863,"neutral","d__Bacteria","Planctomycetota","Phycisphaerae","MSBL9","ST-NAGAB-D1",NA,NA
"827039c3a3896f2c855b7cb5f5064c82",5.63063063063063e-06,0.00225225225225225,0.000305404617104315,5.99889962233815e-06,0.0153192587604037,0.0111981219571966,0.00478157571692562,0.0260002798865863,"neutral","d__Bacteria","Spirochaetota","Brachyspirae","Brachyspirales","LH041",NA,NA
