"id"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"
"ce9cf2e0c19cdf07a85953abe6000545"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"
"3c485cb38c01f598c32327bb55e41bdf"	"d__Bacteria"	"Bacteroidota"	"Rhodothermia"	"Rhodothermales"	"Rhodothermaceae"
"08ff5eaf6ecd1957fecd73e90a7c726b"	"d__Bacteria"	"Latescibacterota"	"Latescibacterota"	"Latescibacterota"	"Latescibacterota"
"4441c23b0376d208c74676c0290ca323"	"d__Bacteria"	"Bacteroidota"	"Kapabacteria"	"Kapabacteriales"	"Kapabacteriales"
"0048b54ee1f5035cc574f6bff4bee812"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Unclassified Cytophagales"
"46c4830071c8fcca110b26a80ddeee45"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"
"0f7bd67fea18c3fa4399a0713841ce03"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Flammeovirgaceae"
"9f726ddfaf1942cf274d965df8377185"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Unclassified Bacteroidia"	"Unclassified Bacteroidia"
"e202882986f68e110bcf78dadbd2eafc"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"uncultured"
"eaac2301cc3c81de56ce46a33d2a89da"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Hymenobacteraceae"
"e90881702433c6b2f59e9df62feed1f9"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Unclassified Flavobacteriales"
"6b814bd6f13249a42a550ff156a3cc09"	"d__Bacteria"	"Bacteroidota"	"Rhodothermia"	"Balneolales"	"Balneolaceae"
"6703c3f0c407450d72b0281753436700"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"
"548f345ded336fe78897aa3adcd7ff35"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Mycoplasmatales"	"Mycoplasmataceae"
"4b7f85236c32190690cd369c1e973b28"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Entomoplasmatales"	"Entomoplasmatales_Incertae_Sedis"
"fb308f88fd24f8b0e22c9a1e11782e5e"	"d__Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"Unclassified Lentisphaeria"	"Unclassified Lentisphaeria"
"490bb67cc161f5318455aecd925dac5e"	"d__Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"Lentisphaerales"	"Lentisphaeraceae"
"de9cddef745296aa3be0922839f6a4da"	"d__Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"SS1-B-02-17"	"SS1-B-02-17"
"3c4eaaecf77012c5ad251f07d962f520"	"d__Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"
"dcd0e3f64343089fa209c1584cc8e787"	"d__Bacteria"	"AncK6"	"AncK6"	"AncK6"	"AncK6"
"0fc0bc1c1e8bce1dabf727aa7ae8ebc8"	"d__Bacteria"	"Planctomycetota"	"OM190"	"OM190"	"OM190"
"38fa82fd2e9cce26dc23e67b98ca318f"	"d__Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	"Vicinamibacteraceae"
"2136542ef387eecce1a848979f58290e"	"d__Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophaceae"
"063068a5d5114c2ee105273efcb00744"	"d__Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophales"
"04d23fef8b50dd72f99dce095be08df1"	"d__Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"DEV007"
"ad6b3a0e88e5c091e89c92e9de103297"	"d__Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"
"d88bd7c4c59983bc2908603ab6dc9529"	"d__Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"
"9598941fa9365a40764636c9422ccb1b"	"d__Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Opitutaceae"
"47d2a83e38331685d836beae6374b039"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Phormidesmiales"	"Phormidesmiaceae"
"b60f1db33f9dc71f6366bd4bca959605"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Unclassified Cyanobacteriia"	"Unclassified Cyanobacteriia"
"c627ecde349eacf776facdc0c4df3559"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Xenococcaceae"
"e23b1401e66ffe76b09944bfe072a5fd"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Coleofasciculaceae"
"00ce4a7233be663656c91e143c9f1770"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Unclassified Oceanospirillales"
