"sample_name_backup","expedition_number","BiologicalMatter","faith_pd","faith_SR"
"74","111-PW167-S","E11","Coral Skeleton",32.455409006,283
"75","112-PW167-T","E11","Coral Tissue",38.295345811,298
"76","113-PW168-M","E11","Coral Mucus",11.533533035,172
"77","114-PW168-S","E11","Coral Skeleton",3.416706723,37
"78","115-PW168-T","E11","Coral Tissue",9.077178659,53
"79","116-PW169-M","E11","Coral Mucus",4.060599854,69
"80","118-PW169-S","E11","Coral Skeleton",26.907991107,189
"81","119-PW169-T","E11","Coral Tissue",32.147637427,246
"82","120-PW170-M","E11","Coral Mucus",10.217858398,177
"83","121-PW170-S","E11","Coral Skeleton",29.786013904,220
"84","122-PW170-T","E11","Coral Tissue",36.243998203,275
"85","123-PW171-M","E11","Coral Mucus",8.474526772,164
"86","124-PW171-S","E11","Coral Skeleton",35.020773322,290
"87","125-PW171-T","E11","Coral Tissue",36.882675517,279
"88","126-PW172-M","E11","Coral Mucus",5.861390003,49
"89","127-PW172-S","E11","Coral Skeleton",20.971967499,152
"90","128-PW172-T","E11","Coral Tissue",41.204576529,335
"91","129-PW174-M","E11","Coral Mucus",13.261914023,187
"92","130-PW174-S","E11","Coral Skeleton",12.921729203,88
"93","131-PW174-T","E11","Coral Tissue",15.390210035,108
"94","132-PW175-M","E11","Coral Mucus",7.338458508,109
"95","134-PW176-M","E11","Coral Mucus",15.686514239,224
"96","135-PW176-S","E11","Coral Skeleton",16.031531808,97
"97","136-PW176-T","E11","Coral Tissue",31.906538661,246
"98","137-PW177-M","E11","Coral Mucus",12.534370498,115
"99","138-PW177-S","E11","Coral Skeleton",21.63217795,124
"100","139-PW177-T","E11","Coral Tissue",43.205057199,348
"101","140-PW178-M","E11","Coral Mucus",10.934206446,84
"102","141-PW178-S","E11","Coral Skeleton",34.47193367,252
"103","142-PW178-T","E11","Coral Tissue",36.82169308,261
"104","143-PW181-M","E11","Coral Mucus",14.9613002,192
"105","144-PW181-S","E11","Coral Skeleton",35.33010132,266
"106","145-PW182-M","E11","Coral Mucus",16.443435429,240
"107","146-PW182-S","E11","Coral Skeleton",34.333697149,283
"108","147-PW182-T","E11","Coral Tissue",44.062305828,344
"109","148-PW183-M","E11","Coral Mucus",19.330968336,246
"110","149-PW183-S","E11","Coral Skeleton",22.692757403,188
"111","151-PW183-T","E11","Coral Tissue",23.829416012,163
"112","152-PW185-M","E11","Coral Mucus",19.177546541,228
"113","153-PW185-S","E11","Coral Skeleton",35.536191968,308
"114","154-PW185-T","E11","Coral Tissue",33.200444223,258
"115","155-PW186-M","E11","Coral Mucus",3.654232303,98
"116","156-PW186-S","E11","Coral Skeleton",6.08101715,62
"117","157-PW186-T","E11","Coral Tissue",43.854144737,353
"118","158-PW187-M","E11","Coral Mucus",20.936468035,260
"119","159-PW187-S","E11","Coral Skeleton",31.88922046,243
"120","160-PW187-T","E11","Coral Tissue",33.991084101,303
"121","161-PW190-M","E11","Coral Mucus",19.119985059,225
"122","162-PW190-S","E11","Coral Skeleton",5.415035382,44
"123","163-PW191-M","E11","Coral Mucus",4.363729521,99
"124","164-PW191-S","E11","Coral Skeleton",10.335885669,77
"125","165-PW192-M","E11","Coral Mucus",22.295175105,211
"126","167-PW192-S","E11","Coral Skeleton",7.43388573,45
"127","168-PW192-T","E11","Coral Tissue",11.913696493,57
"128","169-PW193-M","E11","Coral Mucus",7.996836568,77
"129","170-PW193-S","E11","Coral Skeleton",33.129396656,250
"130","171-PW193-T","E11","Coral Tissue",13.91399649,62
"131","172-PW194-M","E11","Coral Mucus",2.320773641,63
"132","173-PW194-S","E11","Coral Skeleton",19.831269086,151
"133","174-PW194-T","E11","Coral Tissue",28.944596392,198
"134","175-PW195-M","E11","Coral Mucus",15.471320142,200
"135","176-PW195-S","E11","Coral Skeleton",3.644691657,31
"136","177-PW195-T","E11","Coral Tissue",27.354650454,173
"137","178-PW197-M","E11","Coral Mucus",25.584536212,145
"138","179-PW197-S","E11","Coral Skeleton",27.926445239,170
"139","180-PW197-T","E11","Coral Tissue",21.999720959,142
"140","185-PW199-M","E11","Coral Mucus",19.137178568,229
"141","186-PW199-S","E11","Coral Skeleton",22.279479894,220
"142","189-PW201-T","E11","Coral Tissue",6.270820649,34
"143","190-PW202-M","E11","Coral Mucus",27.01351305,256
"144","191-PW202-S","E11","Coral Skeleton",4.971386764,35
"145","192-PW202-T","E11","Coral Tissue",4.964626748,34
"146","193-PW203-M","E11","Coral Mucus",23.479977813,340
"147","194-PW203-S","E11","Coral Skeleton",16.773234431,120
"148","195-PW203-T","E11","Coral Tissue",46.849723849,433
"149","196-PW204-M","E11","Coral Mucus",17.394296141,307
"150","197-PW204-S","E11","Coral Skeleton",31.12076258,263
"151","200-HI6-M","E15","Coral Mucus",5.362579312,47
"152","201-HI6-S","E15","Coral Skeleton",42.035280632,372
"153","202-HI6-T","E15","Coral Tissue",24.268264212,201
"154","203-HI7-M","E15","Coral Mucus",3.049670323,61
"155","204-HI7-S","E15","Coral Skeleton",7.726836086,104
"156","205-HI7-T","E15","Coral Tissue",10.499779762,172
"157","206-HI8-M","E15","Coral Mucus",3.062644998,61
"158","207-HI8-S","E15","Coral Skeleton",4.921498538,44
"159","208-HI8-T","E15","Coral Tissue",9.157584084,78
"160","209-HI10-M","E15","Coral Mucus",6.497106413,145
"161","210-HI10-S","E15","Coral Skeleton",4.560349608,82
"162","211-HI10-T","E15","Coral Tissue",5.559388577,106
"163","216-HI58-M","E15","Coral Mucus",1.920381957,55
"164","217-HI58-S","E15","Coral Skeleton",21.341481542,133
"165","218-HI58-T","E15","Coral Tissue",15.061487861,139
"166","219-HI59-M","E15","Coral Mucus",2.645036153,58
"167","220-HI59-S","E15","Coral Skeleton",7.873531861,68
"168","221-HI59-T","E15","Coral Tissue",5.069886271,94
"169","222-HI60-M","E15","Coral Mucus",12.092179323,98
"170","223-HI60-S","E15","Coral Skeleton",22.092973668,214
"171","224-HI60-T","E15","Coral Tissue",35.072382392,263
"172","225-HI61-M","E15","Coral Mucus",1.76270386,78
"173","226-HI61-S","E15","Coral Skeleton",39.339170175,349
"174","227-HI61-T","E15","Coral Tissue",46.528338562,357
"175","228-HI62-M","E15","Coral Mucus",8.454287602,64
"176","229-HI62-S","E15","Coral Skeleton",32.025641061,225
"177","232-HI63-M","E15","Coral Mucus",30.898670049,261
"178","235-HI64-M","E15","Coral Mucus",4.471974123,85
"179","236-HI64-S","E15","Coral Skeleton",11.198749548,59
"180","237-HI64-T","E15","Coral Tissue",21.733320469,138
"181","238-HI65-M","E15","Coral Mucus",1.840516921,52
"182","239-HI65-S","E15","Coral Skeleton",21.267141825,157
"183","240-HI65-T","E15","Coral Tissue",39.614104017,246
"184","244-HI67-M","E15","Coral Mucus",14.213162872,84
"185","245-HI67-S","E15","Coral Skeleton",21.78674412,156
"186","246-HI67-T","E15","Coral Tissue",9.221129475,59
"187","247-HI68-M","E15","Coral Mucus",4.774977741,120
"188","249-HI68-S","E15","Coral Skeleton",1.523325131,31
"189","251-HI69-M","E15","Coral Mucus",1.897351513,67
"190","252-HI69-S","E15","Coral Skeleton",11.933504864,73
"191","253-HI69-T","E15","Coral Tissue",32.641079783,207
"192","254-HI70-M","E15","Coral Mucus",2.945744299,87
"193","255-HI70-S","E15","Coral Skeleton",10.720623582,52
"194","256-HIA-M","E15","Coral Mucus",9.779309424,45
"195","257-HIA-S","E15","Coral Skeleton",26.743489671,170
"196","258-HIA-T","E15","Coral Tissue",17.125125501,95
"197","259-HIB-M","E15","Coral Mucus",4.540537632,75
"198","260-HIB-S","E15","Coral Skeleton",26.437017448,192
"199","262-HICM","E15","Coral Mucus",3.320639542,76
"200","263-HICS","E15","Coral Skeleton",19.967648437,115
"201","267-HID-T","E15","Coral Tissue",9.625341623,101
"202","269-HIE-M","E15","Coral Mucus",2.735945608,60
"203","272-P2-S","E2","Coral Skeleton",12.131236236,57
"204","273-P2-T","E2","Coral Tissue",22.58625342,239
"205","274-P5-M","E2","Coral Mucus",27.74802815,262
"206","276-P5-T","E2","Coral Tissue",28.23642656,188
"207","277-HIE-T","E15","Coral Tissue",9.230753012,61
"208","282-P1-S","E2","Coral Skeleton",27.823487776,179
"209","286-P6-S","E2","Coral Skeleton",32.098761678,263
"210","287-P6-T","E2","Coral Tissue",6.871284552,66
"211","288-P7-M","E2","Coral Mucus",8.739975414,52
"212","289-P7-S","E2","Coral Skeleton",26.277694075,192
"213","290-P7-T","E2","Coral Tissue",22.279375702,172
"214","291-P8-M","E2","Coral Mucus",4.785573995,59
"215","292-P8-S","E2","Coral Skeleton",29.549737021,199
"216","293-P8-T","E2","Coral Tissue",32.115910191,293
"217","294-P11-M","E2","Coral Mucus",13.288705958,85
"218","296-P11-S","E2","Coral Skeleton",39.402224685,307
"219","297-P11-T","E2","Coral Tissue",16.362706733,95
"220","298-P12-M","E2","Coral Mucus",1.495300494,14
"221","299-P12-S","E2","Coral Skeleton",29.521843766,204
"222","300-P12-T","E2","Coral Tissue",1.598952788,15
"223","303-P479-M","E2","Coral Mucus",14.507913452,77
"224","304-P479-T","E2","Coral Tissue",24.1033484,144
"225","305-P480-M","E2","Coral Mucus",20.455685308,121
"226","307-P481-M","E2","Coral Mucus",15.076345354,87
"227","309-P482-M","E2","Coral Mucus",28.419596853,184
"228","311-P483-M","E2","Coral Mucus",22.577257943,156
"229","312-P483-T","E2","Coral Tissue",35.016536622,218
"230","313-P484-M","E2","Coral Mucus",17.225160699,117
"231","315-P485-M","E2","Coral Mucus",21.817815126,130
"232","319-P486-M","E2","Coral Mucus",22.510811091,135
"233","321-P489-M","E2","Coral Mucus",18.757225372,146
"234","322-P489-T","E2","Coral Tissue",26.899595823,158
"235","323-P492-M","E2","Coral Mucus",18.930634572,154
"236","324-P493-M","E2","Coral Mucus",15.818472107,106
"237","325-P493-T","E2","Coral Tissue",29.526108539,177
"238","326-P494-M","E2","Coral Mucus",3.163362184,52
"239","327-P494-T","E2","Coral Tissue",31.378908928,187
"240","329-P496-T","E2","Coral Tissue",23.062078247,142
"241","330-P497-M","E2","Coral Mucus",28.961926992,213
"242","331-P497-T","E2","Coral Tissue",17.07494716,89
"243","332-P498-M","E2","Coral Mucus",27.243329406,251
"244","333-P499-M","E2","Coral Mucus",12.007996633,55
"245","334-P499-T","E2","Coral Tissue",12.150120534,70
"246","337-P502-M","E2","Coral Mucus",20.034297038,135
"247","338-P503-M","E2","Coral Mucus",14.769199796,75
"248","339-P503-T","E2","Coral Tissue",3.388878815,22
"249","340-P504-M","E2","Coral Mucus",9.262142803,146
"250","342-P507-M","E2","Coral Mucus",6.969403067,88
"251","343-P507-T","E2","Coral Tissue",7.068028691,32
"252","344-P508-M","E2","Coral Mucus",7.727783999,99
"253","345-P508-T","E2","Coral Tissue",18.602377805,89
"254","346-P509-M","E2","Coral Mucus",12.985032613,81
"255","347-P509-T","E2","Coral Tissue",20.08022472,93
"256","348-P510-M","E2","Coral Mucus",7.567209156,34
"257","349-P510-T","E2","Coral Tissue",13.799858236,66
"258","350-P511-M","E2","Coral Mucus",7.561265779,42
"259","351-P511-T","E2","Coral Tissue",14.433197297,97
"260","352-P512-M","E2","Coral Mucus",7.929586137,41
"261","358-P501-M","E2","Coral Mucus",6.444974444,29
