"sample_name_backup","expedition_number","BiologicalMatter","faith_pd","faith_SR"
"154","E1.7.Pav.veno.1.20140811.S","E1","Coral Skeleton",24.44419834,191
"155","E1.7.Pav.veno.1.20140811.T","E1","Coral Tissue",20.28543885,118
"156","E10.10.Poc.dami.1.20150630.M","E10","Coral Mucus",4.894420277,62
"157","E10.10.Poc.dami.1.20150630.T","E10","Coral Tissue",0.908030997,23
"158","E10.10.Sty.pist.1.20150630.M","E10","Coral Mucus",2.803537731,63
"159","E10.10.Sty.pist.1.20150630.S","E10","Coral Skeleton",3.775995441,30
"160","E10.10.Sty.pist.2.20150630.M","E10","Coral Mucus",8.164717296,104
"161","E10.10.Sty.pist.2.20150630.T","E10","Coral Tissue",0.884349058,18
"162","E10.10.Sty.pist.3.20150630.M","E10","Coral Mucus",1.300477127,37
"163","E10.17.Fav.abdi.1.20150630.M","E10","Coral Mucus",3.000756979,40
"164","E10.17.Fav.abdi.1.20150630.S","E10","Coral Skeleton",9.394186819,50
"165","E10.17.Fav.abdi.1.20150630.T","E10","Coral Tissue",5.916519775,27
"166","E10.17.Fav.abdi.2.20150630.M","E10","Coral Mucus",3.403137337,50
"167","E10.17.Fav.pali.1.20150630.S","E10","Coral Skeleton",4.331472865,43
"168","E10.17.Gon.favu.1.20150629.M","E10","Coral Mucus",11.115020003,94
"169","E10.17.Gon.favu.1.20150629.S","E10","Coral Skeleton",9.016196794,75
"170","E10.17.Gon.favu.1.20150629.T","E10","Coral Tissue",12.701393211,90
"171","E10.17.Gon.favu.1.20150630.M","E10","Coral Mucus",4.00066513,55
"172","E10.17.Gon.favu.1.20150630.S","E10","Coral Skeleton",23.548932601,171
"173","E10.17.Gon.favu.1.20150630.T","E10","Coral Tissue",22.711487534,160
"174","E10.17.Gon.favu.2.20150630.M","E10","Coral Mucus",3.581646097,65
"175","E10.17.Gon.favu.2.20150630.S","E10","Coral Skeleton",21.265644671,159
"176","E10.17.Gon.favu.2.20150630.T","E10","Coral Tissue",27.441766943,203
"177","E10.17.Mon.curt.3.20150629.M","E10","Coral Mucus",2.055904883,38
"178","E10.17.Mon.curt.3.20150629.S","E10","Coral Skeleton",17.835741332,137
"179","E10.17.Mon.curt.3.20150629.T","E10","Coral Tissue",7.82179191,38
"180","E10.Aca.hill.1.20150629.M","E10","Coral Mucus",31.171771938,244
"181","E10.Aca.hill.1.20150629.S","E10","Coral Skeleton",12.560666059,92
"182","E10.Aca.hill.2.20150629.M","E10","Coral Mucus",2.136811239,37
"183","E10.Aca.hill.2.20150629.S","E10","Coral Skeleton",4.130845142,38
"184","E10.Aca.hill.3.20150629.M","E10","Coral Mucus",7.768836796,57
"185","E10.Aca.hill.3.20150629.S","E10","Coral Skeleton",5.795746263,49
"186","E10.Acr.cyth.1.20150627.M","E10","Coral Mucus",7.335788946,118
"187","E10.Acr.cyth.1.20150627.S","E10","Coral Skeleton",1.802520552,47
"188","E10.Acr.cyth.1.20150627.T","E10","Coral Tissue",0.502843452,11
"189","E10.Acr.cyth.2.20150627.M","E10","Coral Mucus",11.587459997,139
"190","E10.Acr.cyth.2.20150627.S","E10","Coral Skeleton",4.778260817,63
"191","E10.Acr.cyth.2.20150627.T","E10","Coral Tissue",2.979473102,26
"192","E10.Acr.cyth.3.20150627.M","E10","Coral Mucus",4.220146434,62
"193","E10.Acr.cyth.3.20150627.S","E10","Coral Skeleton",1.803550232,35
"194","E10.Acr.cyth.3.20150627.T","E10","Coral Tissue",0.964501101,14
"195","E10.Acr.pali.1.20150627.M","E10","Coral Mucus",9.798027826,98
"196","E10.Acr.pali.2.20150627.M","E10","Coral Mucus",11.897059581,84
"197","E10.Acr.pali.2.20150627.S","E10","Coral Skeleton",6.134962656,53
"198","E10.Acr.pali.2.20150627.T","E10","Coral Tissue",5.445687741,33
"199","E10.Acr.pali.3.20150627.M","E10","Coral Mucus",5.201193714,65
"200","E10.Acr.pali.3.20150627.S","E10","Coral Skeleton",3.93111734,44
"201","E10.Acr.pali.3.20150627.T","E10","Coral Tissue",13.206609471,100
"202","E10.Alv.alli.1.20150628.M","E10","Coral Mucus",3.658882245,22
"203","E10.Alv.alli.1.20150628.T","E10","Coral Tissue",9.77538038,81
"204","E10.Alv.alli.2.20150628.M","E10","Coral Mucus",3.01097199,56
"205","E10.Alv.alli.2.20150628.S","E10","Coral Skeleton",18.244472316,115
"206","E10.Alv.alli.2.20150628.T","E10","Coral Tissue",19.970941384,129
"207","E10.Alv.alli.3.20150628.M","E10","Coral Mucus",6.326943357,72
"208","E10.Alv.alli.3.20150628.S","E10","Coral Skeleton",9.93924577,89
"209","E10.Alv.alli.3.20150628.T","E10","Coral Tissue",26.94927782,221
"210","E10.Cyp.micr.1.20150627.M","E10","Coral Mucus",5.211701984,64
"211","E10.Cyp.micr.1.20150627.T","E10","Coral Tissue",6.95041649,47
"212","E10.Cyp.sera.2.20150628.M","E10","Coral Mucus",6.696649927,51
"213","E10.Fav.abdi.1.20150629.M","E10","Coral Mucus",8.677789535,33
"214","E10.Fav.abdi.1.20150629.T","E10","Coral Tissue",1.71017624,11
"215","E10.Mon.curt.1.20150629.M","E10","Coral Mucus",15.123783989,116
"216","E10.Mon.curt.1.20150629.S","E10","Coral Skeleton",4.505817531,25
"217","E10.Mon.curt.1.20150629.T","E10","Coral Tissue",6.691704417,38
"218","E10.Mon.curt.2.20150629.M","E10","Coral Mucus",2.503731932,63
"219","E10.Mon.curt.2.20150629.T","E10","Coral Tissue",4.089996688,30
"220","E10.Poc.dami.1.20150628.M","E10","Coral Mucus",1.47025645,31
"221","E10.Poc.dami.1.20150628.S","E10","Coral Skeleton",4.871332475,35
"222","E10.Poc.dami.1.20150628.T","E10","Coral Tissue",1.321738748,23
"223","E10.Poc.dami.2.20150628.S","E10","Coral Skeleton",7.173094964,101
"224","E10.Poc.dami.2.20150628.T","E10","Coral Tissue",1.724270687,23
"225","E10.Por.hero.1.20150628.M","E10","Coral Mucus",3.535208457,22
"226","E10.Por.hero.1.20150628.S","E10","Coral Skeleton",7.250413884,32
"227","E10.Por.hero.1.20150628.T","E10","Coral Tissue",3.305669759,21
"228","E10.Por.hero.2.20150628.M","E10","Coral Mucus",5.362714904,31
"229","E10.Por.hero.2.20150628.S","E10","Coral Skeleton",6.649731624,36
"230","E10.Por.hero.2.20150628.T","E10","Coral Tissue",1.51312116,14
"231","E10.Por.hero.3.20150628.M","E10","Coral Mucus",1.483767514,9
"232","E10.Por.hero.3.20150628.S","E10","Coral Skeleton",10.079528107,74
"233","E10.Por.hero.3.20150628.T","E10","Coral Tissue",3.624309865,18
"234","E10.Ser.cali.1.20150627.M","E10","Coral Mucus",1.362563475,37
"235","E10.Ser.cali.2.20150627.M","E10","Coral Mucus",6.777337475,38
"236","E10.Ser.cali.3.20150627.M","E10","Coral Mucus",10.507163581,95
"237","E10.Sty.pist.1.20150628.M","E10","Coral Mucus",4.757612904,44
"238","E10.Sty.pist.1.20150628.S","E10","Coral Skeleton",4.967282485,57
"239","E10.Sty.pist.1.20150628.T","E10","Coral Tissue",1.966977641,32
"240","E3.10.Sty.pist.1.20150124.M","E3","Coral Mucus",3.492473465,56
"241","E3.10.Sty.pist.1.20150127.M","E3","Coral Mucus",9.804097444,106
"242","E3.10.Sty.pist.2.20150124.M","E3","Coral Mucus",3.588270739,54
"243","E3.11.Fun.sp.1.20150125.M","E3","Coral Mucus",9.689133573,175
"244","E3.11.Fun.sp.1.20150125.T","E3","Coral Tissue",11.880878505,63
"245","E3.11.Fun.sp.1.20150127.M","E3","Coral Mucus",5.253513445,45
"246","E3.11.Fun.sp.1.20150127.T","E3","Coral Tissue",12.577074505,108
"247","E3.11.Fun.sp.2.20150125.M","E3","Coral Mucus",6.160540743,129
"248","E3.11.Fun.sp.2.20150125.T","E3","Coral Tissue",8.230116969,63
"249","E3.14.Phy.lich.1.20150125.M","E3","Coral Mucus",9.109404914,105
"250","E3.14.Phy.lich.1.20150125.S","E3","Coral Skeleton",1.778836309,27
"251","E3.14.Phy.lich.1.20150129.M","E3","Coral Mucus",6.131405205,75
"252","E3.14.Phy.lich.1.20150129.S","E3","Coral Skeleton",9.132666765,58
"253","E3.14.Phy.lich.1.20150129.T","E3","Coral Tissue",0.974423676,13
"254","E3.14.Phy.lich.2.20150125.M","E3","Coral Mucus",9.428939616,84
"255","E3.14.Phy.lich.2.20150125.S","E3","Coral Skeleton",18.888894417,120
"256","E3.15.Dip.heli.1.20150105.M","E3","Coral Mucus",2.157769306,57
"257","E3.15.Dip.heli.1.20150105.S","E3","Coral Skeleton",21.089213988,155
"258","E3.15.Dip.heli.1.20150105.T","E3","Coral Tissue",18.663043272,117
"259","E3.15.Dip.heli.1.20150106.M","E3","Coral Mucus",6.643348447,58
"260","E3.15.Dip.heli.1.20150106.S","E3","Coral Skeleton",31.311501639,247
"261","E3.15.Dip.heli.1.20150106.T","E3","Coral Tissue",23.016073281,184
"262","E3.15.Dip.heli.1.20150118.M","E3","Coral Mucus",9.871734543,89
"263","E3.15.Dip.heli.1.20150118.S","E3","Coral Skeleton",4.48430844,29
"264","E3.15.Dip.heli.1.20150118.T","E3","Coral Tissue",9.322862614,84
"265","E3.15.Dip.heli.1.20150119.M","E3","Coral Mucus",4.672849828,95
"266","E3.15.Dip.heli.1.20150119.S","E3","Coral Skeleton",12.747765548,78
"267","E3.15.Dip.heli.1.20150120.M","E3","Coral Mucus",5.349996849,71
"268","E3.15.Dip.heli.1.20150120.S","E3","Coral Skeleton",20.27110215,150
"269","E3.15.Dip.heli.1.20150120.T","E3","Coral Tissue",13.247040038,56
"270","E3.15.Dip.heli.1.20150121.M","E3","Coral Mucus",6.038258952,108
"271","E3.15.Dip.heli.1.20150121.S","E3","Coral Skeleton",8.925022448,75
"272","E3.15.Dip.heli.1.20150121.T","E3","Coral Tissue",5.795613956,35
"273","E3.15.Dip.heli.1.20150123.M","E3","Coral Mucus",2.587493813,50
"274","E3.15.Dip.heli.1.20150123.S","E3","Coral Skeleton",27.003435623,185
"275","E3.15.Dip.heli.1.20150123.T","E3","Coral Tissue",2.620798354,25
"276","E3.15.Dip.heli.2.20150105.M","E3","Coral Mucus",4.21763155,52
"277","E3.15.Dip.heli.2.20150105.S","E3","Coral Skeleton",16.245848431,127
"278","E3.15.Dip.heli.2.20150105.T","E3","Coral Tissue",27.795256421,193
"279","E3.15.Dip.heli.2.20150106.M","E3","Coral Mucus",3.606064623,50
"280","E3.15.Dip.heli.2.20150106.S","E3","Coral Skeleton",28.1562601,256
"281","E3.15.Dip.heli.2.20150106.T","E3","Coral Tissue",18.021046419,132
"282","E3.15.Dip.heli.2.20150119.M","E3","Coral Mucus",4.906448935,71
"283","E3.15.Dip.heli.2.20150119.S","E3","Coral Skeleton",14.294306996,120
"284","E3.15.Dip.heli.2.20150119.T","E3","Coral Tissue",14.410001341,97
"285","E3.15.Dip.heli.2.20150120.M","E3","Coral Mucus",6.129728249,81
"286","E3.15.Dip.heli.2.20150120.S","E3","Coral Skeleton",24.631938917,165
"287","E3.15.Dip.heli.2.20150121.M","E3","Coral Mucus",6.12124961,96
"288","E3.15.Dip.heli.2.20150121.S","E3","Coral Skeleton",25.947242879,184
"289","E3.15.Dip.heli.2.20150121.T","E3","Coral Tissue",10.981142754,64
"290","E3.15.Dip.heli.2.20150123.M","E3","Coral Mucus",8.163502988,119
"291","E3.15.Dip.heli.2.20150123.S","E3","Coral Skeleton",22.713849738,179
"292","E3.15.Dip.heli.3.20150105.M","E3","Coral Mucus",8.804113359,123
"293","E3.15.Dip.heli.3.20150105.S","E3","Coral Skeleton",22.510213232,168
"294","E3.15.Dip.heli.3.20150105.T","E3","Coral Tissue",14.163720548,115
"295","E3.15.Dip.heli.3.20150106.S","E3","Coral Skeleton",19.781026595,157
"296","E3.15.Dip.heli.3.20150106.T","E3","Coral Tissue",25.476770587,157
"297","E3.15.Dip.heli.3.20150120.M","E3","Coral Mucus",2.287632999,62
"298","E3.15.Dip.heli.3.20150120.S","E3","Coral Skeleton",12.655407144,91
"299","E3.15.Dip.heli.3.20150120.T","E3","Coral Tissue",8.737485941,60
"300","E3.15.Dip.heli.3.20150121.M","E3","Coral Mucus",4.1365887,93
"301","E3.15.Dip.heli.3.20150121.S","E3","Coral Skeleton",21.246640758,146
"302","E3.15.Dip.heli.3.20150121.T","E3","Coral Tissue",10.583754399,63
"303","E3.15.Dip.heli.3.20150123.M","E3","Coral Mucus",10.546578896,179
"304","E3.15.Dip.heli.3.20150123.S","E3","Coral Skeleton",29.369803986,214
"305","E3.15.Dip.heli.3.20150123.T","E3","Coral Tissue",18.969210721,133
"306","E3.15.Dip.heli.4.20150105.M","E3","Coral Mucus",1.41101057,53
"307","E3.15.Dip.heli.4.20150105.S","E3","Coral Skeleton",19.85313418,155
"308","E3.15.Dip.heli.4.20150105.T","E3","Coral Tissue",19.182031691,149
"309","E3.15.Dip.heli.4.20150106.S","E3","Coral Skeleton",27.827728173,203
"310","E3.15.Dip.heli.4.20150106.T","E3","Coral Tissue",17.550121319,113
"311","E3.17.Ech.horr.1.20150123.S","E3","Coral Skeleton",4.74205529,36
"312","E3.17.Ech.horr.1.20150123.T","E3","Coral Tissue",6.602017936,42
"313","E3.17.Ech.mamm.1.20150123.M","E3","Coral Mucus",14.520523566,206
"314","E3.17.Ech.mamm.1.20150123.S","E3","Coral Skeleton",8.387969136,78
"315","E3.17.Ech.mamm.1.20150123.T","E3","Coral Tissue",8.539818597,49
"316","E3.17.Ech.mamm.1.20150127.M","E3","Coral Mucus",0.450270498,23
"317","E3.17.Ech.mamm.1.20150127.T","E3","Coral Tissue",2.720843215,37
"318","E3.17.Ech.mamm.1.20150129.M","E3","Coral Mucus",10.605539884,136
"319","E3.19.Sym.sp.1.20150125.M","E3","Coral Mucus",12.251611962,135
"320","E3.19.Sym.sp.1.20150125.S","E3","Coral Skeleton",2.298828882,28
"321","E3.19.Sym.sp.1.20150127.M","E3","Coral Mucus",7.851886371,127
"322","E3.19.Sym.sp.2.20150125.M","E3","Coral Mucus",13.321222709,166
"323","E3.19.Sym.sp.2.20150125.S","E3","Coral Skeleton",4.192185937,40
"324","E3.2.Tur.reni.1.20150124.M","E3","Coral Mucus",7.409213089,99
"325","E3.2.Tur.reni.1.20150127.M","E3","Coral Mucus",0.014831623,6
"326","E3.2.Tur.reni.1.20150127.S","E3","Coral Skeleton",11.015745371,62
"327","E3.2.Tur.reni.1.20150127.T","E3","Coral Tissue",9.570688541,68
"328","E3.2.Tur.reni.2.20150124.M","E3","Coral Mucus",5.55304977,92
"329","E3.3.Por.cyli.1.20150123.M","E3","Coral Mucus",5.838691102,110
"330","E3.3.Por.cyli.1.20150123.S","E3","Coral Skeleton",6.517500258,43
