"sample_name_backup","expedition_number","BiologicalMatter","faith_pd","faith_SR"
"90","315-P485-M","E2","Coral Mucus",26.723375464,165
"91","319-P486-M","E2","Coral Mucus",47.059714559,312
"92","321-P489-M","E2","Coral Mucus",22.967596756,175
"93","323-P492-M","E2","Coral Mucus",22.009316388,178
"94","324-P493-M","E2","Coral Mucus",17.010899045,111
"95","326-P494-M","E2","Coral Mucus",3.16633873,53
"96","328-P496-M","E2","Coral Mucus",0.656406446,2
"97","330-P497-M","E2","Coral Mucus",37.524815525,277
"98","332-P498-M","E2","Coral Mucus",32.956292041,304
"99","333-P499-M","E2","Coral Mucus",12.007996633,55
"100","335-P500-M","E2","Coral Mucus",8.01640292,33
"101","337-P502-M","E2","Coral Mucus",23.638280703,157
"102","338-P503-M","E2","Coral Mucus",14.903031375,76
"103","340-P504-M","E2","Coral Mucus",10.420252396,162
"104","342-P507-M","E2","Coral Mucus",7.358590829,90
"105","344-P508-M","E2","Coral Mucus",8.389433314,102
"106","346-P509-M","E2","Coral Mucus",13.468505309,86
"107","348-P510-M","E2","Coral Mucus",7.665979962,35
"108","350-P511-M","E2","Coral Mucus",7.638326444,43
"109","352-P512-M","E2","Coral Mucus",8.669459193,44
"110","358-P501-M","E2","Coral Mucus",6.444974444,29
