"sample_name_backup","expedition_number","BiologicalMatter","faith_pd","faith_SR"
"217","E3.17.Ech.mamm.1.20150127.M","E3","Coral Mucus",0.49107745,23
"218","E3.17.Ech.mamm.1.20150129.M","E3","Coral Mucus",12.547636373,137
"219","E3.19.Sym.sp.1.20150125.M","E3","Coral Mucus",14.854123207,140
"220","E3.19.Sym.sp.1.20150127.M","E3","Coral Mucus",10.258988059,134
"221","E3.19.Sym.sp.2.20150125.M","E3","Coral Mucus",16.234011452,165
"222","E3.2.Tur.reni.1.20150124.M","E3","Coral Mucus",8.949771633,96
"223","E3.2.Tur.reni.1.20150127.M","E3","Coral Mucus",0.015139501,6
"224","E3.2.Tur.reni.2.20150124.M","E3","Coral Mucus",7.00008935,90
"225","E3.3.Por.cyli.1.20150123.M","E3","Coral Mucus",7.133220547,110
"226","E3.3.Por.cyli.1.20150127.M","E3","Coral Mucus",11.814960172,99
"227","E3.3.Por.cyli.2.20150123.M","E3","Coral Mucus",2.483882987,42
"228","E3.4.Pac.rugo.1.20150127.M","E3","Coral Mucus",16.672812495,159
"229","E3.4.Pac.rugo.1.20150128.M","E3","Coral Mucus",9.335721521,100
"230","E3.4.Pac.spec.1.20150128.M","E3","Coral Mucus",17.428795998,143
"231","E3.4.Pac.spec.1.20150129.M","E3","Coral Mucus",13.00721211,129
"232","E3.5.Gal.astr.1.20150124.M","E3","Coral Mucus",1.04588441,26
"233","E3.5.Gal.astr.2.20150124.M","E3","Coral Mucus",2.043517034,24
"234","E3.5.Gal.astr.2.20150127.M","E3","Coral Mucus",5.502058259,74
"235","E3.6.Acr.hyac.1.20150105.M","E3","Coral Mucus",4.252535431,92
"236","E3.6.Acr.hyac.1.20150106.M","E3","Coral Mucus",2.484381486,40
"237","E3.6.Acr.hyac.1.20150118.M","E3","Coral Mucus",17.199096754,81
"238","E3.6.Acr.hyac.1.20150120.M","E3","Coral Mucus",11.600328882,150
"239","E3.6.Acr.hyac.1.20150121.M","E3","Coral Mucus",3.418256652,56
"240","E3.6.Acr.hyac.1.20150123.M","E3","Coral Mucus",4.779153807,94
"241","E3.6.Acr.hyac.2.20150105.M","E3","Coral Mucus",6.667296279,84
"242","E3.6.Acr.hyac.2.20150106.M","E3","Coral Mucus",4.744427094,76
"243","E3.6.Acr.hyac.2.20150120.M","E3","Coral Mucus",4.281644049,70
"244","E3.6.Acr.hyac.2.20150121.M","E3","Coral Mucus",6.745859004,82
"245","E3.6.Acr.hyac.2.20150123.M","E3","Coral Mucus",14.389372647,183
"246","E3.6.Acr.hyac.3.20150105.M","E3","Coral Mucus",11.532193422,124
"247","E3.6.Acr.hyac.3.20150120.M","E3","Coral Mucus",4.372300809,50
"248","E3.6.Acr.hyac.3.20150121.M","E3","Coral Mucus",1.879116593,34
"249","E3.6.Acr.hyac.3.20150123.M","E3","Coral Mucus",19.148825435,210
"250","E3.6.Acr.hyac.4.20150105.M","E3","Coral Mucus",2.611483142,40
"251","E3.7.Pav.vari.1.20150124.M","E3","Coral Mucus",12.44109252,127
"252","E3.7.Pav.vari.1.20150127.M","E3","Coral Mucus",10.773146102,119
"253","E3.7.Pav.vari.2.20150124.M","E3","Coral Mucus",14.230896198,154
"254","E7.10.Poc.dami.1.20150621.M","E7","Coral Mucus",4.080719205,80
"255","E7.10.Poc.dami.2.20150621.M","E7","Coral Mucus",12.956713927,120
"256","E7.10.Poc.dami.3.20150621.M","E7","Coral Mucus",2.110722694,34
"257","E7.10.Ser.cali.1.20150622.M","E7","Coral Mucus",2.826811978,59
"258","E7.10.Ser.cali.2.20150622.M","E7","Coral Mucus",6.916742346,126
"259","E7.10.Ser.cali.3.20150622.M","E7","Coral Mucus",5.782874207,119
"260","E7.17.Cyp.micr.1.20150621.M","E7","Coral Mucus",13.927767867,164
"261","E7.17.Cyp.micr.2.20150621.M","E7","Coral Mucus",11.050512938,118
"262","E7.17.Cyp.micr.3.20150621.M","E7","Coral Mucus",2.266320949,50
"263","E7.17.Ech.lame.1.20150620.M","E7","Coral Mucus",15.26444104,130
"264","E7.17.Ech.lame.2.20150620.M","E7","Coral Mucus",2.746007255,45
"265","E7.17.Ech.lame.3.20150620.M","E7","Coral Mucus",30.648229957,232
"266","E7.17.Fav.abdi.1.20150623.M","E7","Coral Mucus",21.085841232,155
"267","E7.17.Fav.abdi.2.20150623.M","E7","Coral Mucus",1.067358939,17
"268","E7.17.Fav.spA.1.20150623.M","E7","Coral Mucus",3.587830513,55
"269","E7.17.Fav.spA.2.20150623.M","E7","Coral Mucus",1.655844666,22
"270","E7.17.Fav.spB.1.20150623.M","E7","Coral Mucus",6.425728601,104
"271","E7.17.Gon.edwa.1.20150623.M","E7","Coral Mucus",2.302954777,35
"272","E7.17.Gon.edwa.2.20150623.M","E7","Coral Mucus",1.189344807,28
"273","E7.17.Hyd.exce.1.20150620.M","E7","Coral Mucus",15.381201822,121
"274","E7.17.Hyd.exes.1.20150622.M","E7","Coral Mucus",15.986897169,150
"275","E7.17.Hyd.exes.2.20150622.M","E7","Coral Mucus",2.62882706,30
"276","E7.17.Mer.ampl.1.20150621.M","E7","Coral Mucus",12.203067463,130
"277","E7.17.Mer.ampl.3.20150621.M","E7","Coral Mucus",13.784922503,126
"278","E7.17.Myc.elep.1.20150622.M","E7","Coral Mucus",13.786955888,123
"279","E7.17.Pla.sine.2.20150622.M","E7","Coral Mucus",10.569075213,120
"280","E7.17.Pla.sine.3.20150622.M","E7","Coral Mucus",8.179543039,108
"281","E7.19.Lob.hemp.1.20150619.M","E7","Coral Mucus",16.115430623,150
"282","E7.19.Lob.hemp.1.20150621.M","E7","Coral Mucus",6.301009047,95
"283","E7.19.Lob.hemp.2.20150619.M","E7","Coral Mucus",17.789207935,134
"284","E7.3.Por.loba.1.20150619.M","E7","Coral Mucus",9.633338593,96
"285","E7.3.Por.loba.2.20150619.M","E7","Coral Mucus",3.155843974,44
"286","E7.3.Por.loba.3.20150619.M","E7","Coral Mucus",8.807808082,44
"287","E7.3.Por.loba.4.20150619.M","E7","Coral Mucus",2.146513679,57
"288","E7.5.Gal.astr.1.20150622.M","E7","Coral Mucus",6.038676988,96
"289","E7.5.Gal.fasc.1.20150621.M","E7","Coral Mucus",13.869779001,135
"290","E7.5.Gal.fasc.1.20150622.M","E7","Coral Mucus",2.999168345,45
"291","E7.6.Acr.hyac.1.20150622.M","E7","Coral Mucus",7.468977664,121
"292","E7.6.Acr.hyac.2.20150622.M","E7","Coral Mucus",6.479645889,99
"293","E7.6.Acr.hyac.3.20150622.M","E7","Coral Mucus",6.348898925,112
"294","E7.6.Mon.aequ.1.20150620.M","E7","Coral Mucus",3.684415505,86
"295","E7.6.Mon.aequ.2.20150620.M","E7","Coral Mucus",6.970180337,105
"296","E7.6.Mon.aequ.3.20150620.M","E7","Coral Mucus",4.579950202,70
"297","E7.6.Mon.aequ.4.20150620.M","E7","Coral Mucus",1.279861181,35
"298","E7.7.Pav.vari.1.20150622.M","E7","Coral Mucus",10.002472005,137
"299","E7.7.Pav.vari.1.20150623.M","E7","Coral Mucus",1.309467751,12
"300","E7.7.Pav.vari.2.20150622.M","E7","Coral Mucus",5.433077216,78
